spec	Fold_0
nist_1647945	train
nist_1647951	train
nist_1647974	train
nist_1647995	train
nist_1648020	train
nist_1648035	train
nist_1648073	test
nist_1648101	train
nist_1648140	train
nist_1648162	train
nist_1648183	train
nist_1648188	train
nist_1648223	train
nist_1648257	train
nist_1648279	test
nist_1648318	train
nist_1648343	train
nist_1648370	train
nist_1648381	train
nist_1648409	train
nist_1648436	train
nist_1648464	train
nist_1648492	test
nist_1648524	train
nist_1648532	train
nist_1648555	train
nist_1648608	train
nist_1648651	train
nist_1648680	train
nist_1648695	train
nist_1648720	train
nist_1648730	train
nist_1648766	train
nist_1648789	train
nist_1648812	train
nist_1648858	test
nist_1648880	test
nist_1648900	test
nist_1648923	val
nist_1648958	train
nist_1648993	train
nist_1649036	train
nist_1649067	train
nist_1649094	train
nist_1649106	train
nist_1649219	train
nist_1649226	train
nist_1649246	train
nist_1649268	train
nist_1649290	train
nist_1649311	train
nist_1649338	train
nist_1649359	train
nist_1649399	train
nist_1649490	train
nist_1649533	train
nist_1649632	train
nist_1649648	train
nist_1649692	train
nist_1649717	train
nist_1649749	val
nist_1649769	val
nist_1649819	val
nist_1649849	train
nist_1649912	train
nist_1649936	train
nist_1649956	train
nist_1649993	train
nist_1650010	train
nist_1650048	train
nist_1650077	test
nist_1650081	test
nist_1650165	train
nist_1650211	train
nist_1650240	train
nist_1650282	test
nist_1650304	test
nist_1650340	test
nist_1650350	train
nist_1650421	val
nist_1650445	val
nist_1650469	test
nist_1650472	train
nist_1650490	train
nist_1650511	train
nist_1650588	train
nist_1650598	train
nist_1650640	train
nist_1650664	train
nist_1650715	train
nist_1650739	train
nist_1650807	train
nist_1650815	train
nist_1650832	train
nist_1650903	train
nist_1650937	train
nist_1650955	train
nist_1650983	train
nist_1651068	train
nist_1651091	train
nist_1651122	train
nist_1651178	test
nist_1651204	test
nist_1651207	train
nist_1651228	train
nist_1651267	train
nist_1651352	train
nist_1651374	train
nist_1651407	train
nist_1651479	train
nist_1651502	train
nist_1651525	train
nist_1651544	train
nist_1651600	train
nist_1651657	train
nist_1651726	train
nist_1651743	train
nist_1651769	train
nist_1651875	test
nist_1651973	train
nist_1651996	train
nist_1652092	train
nist_1652100	train
nist_1652136	test
nist_1652203	train
nist_1652224	train
nist_1652266	train
nist_1652304	train
nist_1652313	train
nist_1652344	train
nist_1652391	train
nist_1652423	train
nist_1652442	train
nist_1652486	train
nist_1652559	train
nist_1652603	train
nist_1652624	train
nist_1652654	train
nist_1652705	train
nist_1652713	train
nist_1652749	train
nist_1652791	train
nist_1652806	train
nist_1652837	train
nist_1652862	train
nist_1652870	train
nist_1652909	train
nist_1652919	train
nist_1652949	train
nist_1652999	train
nist_1653021	train
nist_1653037	train
nist_1653053	train
nist_1653082	train
nist_1653093	train
nist_1653142	test
nist_1653159	test
nist_1653161	val
nist_1653187	train
nist_1653202	train
nist_1653225	train
nist_1653247	train
nist_1653294	train
nist_1653314	train
nist_1653368	train
nist_1653398	train
nist_1653415	train
nist_1653443	train
nist_1653486	train
nist_1653577	train
nist_1653617	train
nist_1653667	train
nist_1653704	test
nist_1653735	test
nist_1653743	train
nist_1653763	train
nist_1653808	train
nist_1653815	train
nist_1653833	train
nist_1653858	train
nist_1653901	train
nist_1653934	train
nist_1653986	train
nist_1653995	train
nist_1654029	train
nist_1654080	val
nist_1654112	train
nist_1654120	train
nist_1654144	train
nist_1654191	train
nist_1654198	train
nist_1654217	train
nist_1654257	train
nist_1654285	train
nist_1654289	train
nist_1654333	train
nist_1654354	train
nist_1654456	train
nist_1654488	train
nist_1654516	train
nist_1654533	val
nist_1654594	train
nist_1654631	train
nist_1654680	train
nist_1654715	train
nist_1654745	train
nist_1654752	train
nist_1654766	train
nist_1654799	val
nist_1654829	train
nist_1654846	train
nist_1654884	train
nist_1654957	train
nist_1654974	train
nist_1654989	train
nist_1655039	train
nist_1655061	train
nist_1655133	test
nist_1655152	test
nist_1655187	train
nist_1655230	train
nist_1655264	train
nist_1655283	train
nist_1655352	train
nist_1655373	train
nist_1655406	test
nist_1655421	test
nist_1655442	train
nist_1655450	train
nist_1655469	train
nist_1655491	test
nist_1655505	test
nist_1655524	train
nist_1655548	train
nist_1655627	val
nist_1655634	val
nist_1655655	train
nist_1655662	train
nist_1655682	train
nist_1655717	train
nist_1655744	train
nist_1655764	train
nist_1655793	train
nist_1655815	train
nist_1655825	val
nist_1655844	val
nist_1655863	train
nist_1655929	train
nist_1655956	train
nist_1655970	train
nist_1656000	train
nist_1656036	train
nist_1656054	train
nist_1656063	train
nist_1656080	train
nist_1656117	train
nist_1656124	train
nist_1656156	train
nist_1656195	train
nist_1656215	train
nist_1656240	train
nist_1656268	train
nist_1656297	train
nist_1656313	train
nist_1656342	train
nist_1656402	train
nist_1656426	train
nist_1656438	train
nist_1656472	train
nist_1656502	train
nist_1656521	train
nist_1656587	train
nist_1656627	train
nist_1656644	train
nist_1656665	val
nist_1656696	val
nist_1656704	train
nist_1656736	train
nist_1656771	train
nist_1656861	train
nist_1656908	test
nist_1656927	test
nist_1656962	test
nist_1657024	train
nist_1657066	train
nist_1657117	val
nist_1657161	train
nist_1657182	train
nist_1657208	train
nist_1657223	train
nist_1657237	train
nist_1657260	train
nist_1657272	train
nist_1657285	train
nist_1657293	train
nist_1657306	train
nist_1657327	train
nist_1657348	val
nist_1657358	val
nist_1657373	val
nist_1657393	train
nist_1657409	train
nist_1657445	train
nist_1657456	val
nist_1657491	train
nist_1657511	train
nist_1657532	train
nist_1657566	train
nist_1657624	train
nist_1657660	train
nist_1657705	train
nist_1657726	train
nist_1657785	train
nist_1657804	train
nist_1657827	train
nist_1657862	train
nist_1657884	val
nist_1657917	train
nist_1657957	train
nist_1657966	test
nist_1657997	train
nist_1658036	train
nist_1658057	train
nist_1658103	train
nist_1658113	train
nist_1658133	train
nist_1658156	train
nist_1658162	val
nist_1658202	val
nist_1658238	train
nist_1658277	train
nist_1658288	train
nist_1658320	train
nist_1658339	train
nist_1658366	train
nist_1658389	train
nist_1658396	train
nist_1658409	train
nist_1658444	train
nist_1658466	train
nist_1658485	train
nist_1658495	train
nist_1658509	train
nist_1658527	test
nist_1658573	val
nist_1658591	val
nist_1658675	train
nist_1658712	train
nist_1658741	val
nist_1658761	val
nist_1658776	train
nist_1658816	train
nist_1658824	train
nist_1658896	test
nist_1658918	train
nist_1658964	test
nist_1658984	test
nist_1659014	train
nist_1659032	train
nist_1659091	train
nist_1659103	train
nist_1659121	train
nist_1659182	train
nist_1659190	test
nist_1659230	train
nist_1659256	train
nist_1659275	train
nist_1659297	train
nist_1659316	train
nist_1659336	train
nist_1659374	test
nist_1659379	test
nist_1659398	val
nist_1659418	val
nist_1659433	train
nist_1659459	train
nist_1659507	test
nist_1659546	train
nist_1659568	train
nist_1659644	train
nist_1659677	train
nist_1659696	train
nist_1659711	val
nist_1659737	test
nist_1659763	train
nist_1659779	test
nist_1659805	train
nist_1659813	train
nist_1659842	train
nist_1659845	train
nist_1659896	train
nist_1659934	train
nist_1660030	test
nist_1660047	test
nist_1660070	train
nist_1660122	train
nist_1660138	train
nist_1660157	val
nist_1660181	train
nist_1660202	train
nist_1660236	train
nist_1660286	val
nist_1660358	train
nist_1660388	train
nist_1660425	test
nist_1660455	train
nist_1660485	train
nist_1660488	train
nist_1660499	test
nist_1660534	train
nist_1660549	train
nist_1660563	train
nist_1660580	train
nist_1660598	train
nist_1660613	train
nist_1660651	train
nist_1660667	train
nist_1660727	train
nist_1660767	train
nist_1660777	train
nist_1660799	train
nist_1660863	train
nist_1660871	train
nist_1660922	train
nist_1660952	train
nist_1660959	train
nist_1660974	train
nist_1661006	test
nist_1661026	test
nist_1661071	train
nist_1661098	train
nist_1661118	train
nist_1661136	train
nist_1661160	train
nist_1661247	train
nist_1661276	train
nist_1661292	train
nist_1661357	train
nist_1661378	train
nist_1661419	train
nist_1661438	train
nist_1661458	train
nist_1661474	train
nist_1661497	train
nist_1661527	train
nist_1661551	train
nist_1661598	train
nist_1661631	train
nist_1661647	train
nist_1661705	train
nist_1661740	train
nist_1661781	train
nist_1661798	train
nist_1661827	train
nist_1661893	train
nist_1661914	train
nist_1661964	train
nist_1661975	train
nist_1661993	train
nist_1662034	train
nist_1662069	train
nist_1662108	train
nist_1662131	train
nist_1662174	train
nist_1662200	train
nist_1662221	test
nist_1662231	test
nist_1662249	train
nist_1662279	train
nist_1662285	train
nist_1662323	train
nist_1662334	test
nist_1662340	train
nist_1662345	train
nist_1662363	train
nist_1662370	train
nist_1662445	train
nist_1662514	train
nist_1662548	test
nist_1662582	train
nist_1662618	train
nist_1662687	train
nist_1662743	train
nist_1662811	train
nist_1662876	train
nist_1662894	train
nist_1662933	train
nist_1662952	train
nist_1663009	test
nist_1663039	train
nist_1663051	train
nist_1663065	train
nist_1663083	train
nist_1663106	test
nist_1663126	test
nist_1663224	test
nist_1663237	train
nist_1663299	train
nist_1663314	val
nist_1663354	train
nist_1663413	train
nist_1663454	test
nist_1663500	train
nist_1663528	train
nist_1663570	train
nist_1663582	train
nist_1663615	train
nist_1663643	train
nist_1663662	train
nist_1663709	train
nist_1663737	train
nist_1663764	val
nist_1663777	train
nist_1663796	train
nist_1663816	train
nist_1663847	train
nist_1663895	train
nist_1663918	train
nist_1663947	train
nist_1663965	train
nist_1663977	train
nist_1664032	train
nist_1664130	train
nist_1664201	train
nist_1664228	train
nist_1664265	val
nist_1664278	val
nist_1664309	train
nist_1664327	test
nist_1664339	train
nist_1664362	train
nist_1664376	train
nist_1664393	val
nist_1664427	train
nist_1664486	train
nist_1664500	train
nist_1664523	train
nist_1664539	train
nist_1664554	train
nist_1664572	train
nist_1664580	val
nist_1664597	val
nist_1664625	val
nist_1664634	train
nist_1664649	train
nist_1664704	train
nist_1664750	train
nist_1664769	train
nist_1665016	train
nist_1665053	train
nist_1665060	train
nist_1665076	train
nist_1665091	train
nist_1665110	train
nist_1665159	train
nist_1665215	test
nist_1665233	test
nist_1665239	val
nist_1665272	train
nist_1665292	train
nist_1665302	train
nist_1665322	train
nist_1665339	train
nist_1665356	train
nist_1665385	train
nist_1665462	train
nist_1665491	train
nist_1665525	train
nist_1665583	train
nist_1665603	test
nist_1665617	test
nist_1665626	train
nist_1665651	train
nist_1665665	train
nist_1665682	train
nist_1665712	val
nist_1665743	train
nist_1665760	train
nist_1665773	train
nist_1665792	train
nist_1665864	train
nist_1665888	train
nist_1665947	test
nist_1665983	test
nist_1666010	train
nist_1666038	train
nist_1666054	train
nist_1666077	train
nist_1666085	train
nist_1666106	train
nist_1666125	train
nist_1666191	train
nist_1666230	train
nist_1666267	train
nist_1666317	train
nist_1666323	train
nist_1666356	train
nist_1666371	val
nist_1666383	val
nist_1666414	val
nist_1666444	train
nist_1666491	train
nist_1666514	train
nist_1666535	train
nist_1666630	train
nist_1666644	test
nist_1666664	val
nist_1666679	train
nist_1666704	train
nist_1666707	train
nist_1666780	train
nist_1666813	train
nist_1666818	train
nist_1666834	train
nist_1666857	train
nist_1666881	train
nist_1666907	train
nist_1666943	train
nist_1666959	train
nist_1666984	val
nist_1667094	train
nist_1667133	train
nist_1667153	train
nist_1667176	val
nist_1667229	train
nist_1667299	train
nist_1667366	train
nist_1667395	train
nist_1667458	test
nist_1667478	train
nist_1667564	train
nist_1667620	val
nist_1667644	train
nist_1667702	train
nist_1667763	train
nist_1667847	train
nist_1667925	train
nist_1668010	train
nist_1668053	train
nist_1668090	train
nist_1668118	test
nist_1668149	test
nist_1668156	train
nist_1668181	train
nist_1668208	train
nist_1668242	train
nist_1668267	train
nist_1668287	train
nist_1668338	train
nist_1668369	train
nist_1668390	train
nist_1668417	train
nist_1668493	train
nist_1668530	test
nist_1668561	train
nist_1668634	train
nist_1668679	train
nist_1668697	test
nist_1668719	train
nist_1668807	train
nist_1668823	train
nist_1668881	train
nist_1668912	val
nist_1668929	val
nist_1668946	train
nist_1668972	train
nist_1668982	train
nist_1668999	train
nist_1669029	val
nist_1669060	val
nist_1669085	train
nist_1669103	train
nist_1669173	train
nist_1669225	train
nist_1669244	train
nist_1669261	train
nist_1669298	train
nist_1669312	train
nist_1669328	train
nist_1669348	train
nist_1669371	train
nist_1669424	train
nist_1669461	train
nist_1669485	train
nist_1669525	train
nist_1669548	train
nist_1669582	train
nist_1669585	train
nist_1669610	train
nist_1669613	train
nist_1669658	train
nist_1669674	train
nist_1669690	train
nist_1669700	train
nist_1669713	train
nist_1669729	train
nist_1669749	train
nist_1669767	train
nist_1669795	train
nist_1669835	train
nist_1669880	train
nist_1669942	train
nist_1669965	train
nist_1670022	train
nist_1670032	train
nist_1670074	train
nist_1670080	val
nist_1670095	val
nist_1670125	train
nist_1670189	train
nist_1670222	train
nist_1670230	train
nist_1670296	train
nist_1670373	train
nist_1670402	train
nist_1670445	train
nist_1670455	train
nist_1670485	train
nist_1670534	val
nist_1670558	train
nist_1670570	train
nist_1670586	train
nist_1670627	train
nist_1670641	train
nist_1670675	val
nist_1670703	train
nist_1670718	train
nist_1670742	train
nist_1670798	train
nist_1670841	train
nist_1670866	train
nist_1670906	train
nist_1670941	train
nist_1670995	train
nist_1671047	train
nist_1671096	train
nist_1671126	train
nist_1671165	train
nist_1671262	train
nist_1671315	train
nist_1671367	train
nist_1671416	train
nist_1671485	val
nist_1671517	train
nist_1671551	val
nist_1671567	train
nist_1671685	val
nist_1671768	train
nist_1671842	train
nist_1671876	train
nist_1671920	train
nist_1671968	val
nist_1671990	test
nist_1672053	train
nist_1672116	train
nist_1672137	train
nist_1672178	train
nist_1672217	train
nist_1672236	train
nist_1672253	val
nist_1672274	train
nist_1672286	train
nist_1672304	train
nist_1672333	train
nist_1672357	train
nist_1672456	train
nist_1672482	train
nist_1672534	test
nist_1672553	val
nist_1672583	train
nist_1672602	train
nist_1672636	train
nist_1672643	train
nist_1672675	train
nist_1672709	train
nist_1672742	train
nist_1672746	train
nist_1672765	train
nist_1672793	val
nist_1672847	test
nist_1672883	train
nist_1672907	train
nist_1672953	train
nist_1672989	train
nist_1672993	val
nist_1673038	train
nist_1673105	train
nist_1673152	val
nist_1673170	val
nist_1673204	train
nist_1673249	train
nist_1673287	train
nist_1673301	train
nist_1673315	train
nist_1673354	train
nist_1673393	train
nist_1673398	train
nist_1673432	val
nist_1673448	val
nist_1673496	train
nist_1673533	train
nist_1673653	train
nist_1673674	train
nist_1673705	train
nist_1673764	train
nist_1673799	train
nist_1673826	train
nist_1673843	train
nist_1673863	train
nist_1673882	train
nist_1673912	val
nist_1673934	val
nist_1673966	test
nist_1673997	train
nist_1674019	train
nist_1674110	train
nist_1674161	train
nist_1674179	test
nist_1674272	train
nist_1674292	train
nist_1674308	test
nist_1674329	test
nist_1674351	test
nist_1674404	train
nist_1674426	train
nist_1674446	train
nist_1674474	train
nist_1674490	train
nist_1674565	val
nist_1674608	train
nist_1674624	train
nist_1674642	train
nist_1674676	train
nist_1674767	test
nist_1674802	train
nist_1674862	test
nist_1674895	test
nist_1674954	train
nist_1674975	train
nist_1675015	train
nist_1675075	train
nist_1675094	train
nist_1675119	train
nist_1675156	train
nist_1675231	train
nist_1675291	train
nist_1675299	test
nist_1675321	test
nist_1675342	test
nist_1675348	train
nist_1675370	train
nist_1675474	train
nist_1675518	train
nist_1675704	train
nist_1675746	train
nist_1675771	train
nist_1675871	train
nist_1675885	train
nist_1675902	train
nist_1675916	train
nist_1675940	train
nist_1675980	train
nist_1675987	train
nist_1676008	train
nist_1676109	train
nist_1676145	test
nist_1676250	train
nist_1676262	train
nist_1676290	train
nist_1676307	train
nist_1676362	val
nist_1676439	train
nist_1676457	train
nist_1676461	train
nist_1676549	train
nist_1676567	train
nist_1676585	train
nist_1676620	train
nist_1676641	train
nist_1676705	train
nist_1676779	train
nist_1676821	train
nist_1676848	train
nist_1676862	train
nist_1676871	train
nist_1676877	train
nist_1676914	train
nist_1676933	train
nist_1676986	train
nist_1677032	train
nist_1677086	train
nist_1677101	train
nist_1677135	test
nist_1677143	val
nist_1677176	train
nist_1677209	train
nist_1677213	test
nist_1677216	train
nist_1677266	train
nist_1677317	train
nist_1677355	train
nist_1677385	test
nist_1677430	train
nist_1677460	train
nist_1677499	train
nist_1677520	train
nist_1677540	train
nist_1677629	train
nist_1677645	val
nist_1677743	train
nist_1677800	train
nist_1677830	train
nist_1677862	train
nist_1677926	train
nist_1677965	train
nist_1677985	train
nist_1677998	train
nist_1678002	train
nist_1678022	train
nist_1678058	train
nist_1678074	train
nist_1678083	test
nist_1678119	test
nist_1678194	train
nist_1678216	train
nist_1678235	val
nist_1678296	val
nist_1678312	train
nist_1678378	train
nist_1678412	train
nist_1678425	train
nist_1678450	train
nist_1678485	train
nist_1678514	test
nist_1678532	train
nist_1678573	train
nist_1678688	train
nist_1678692	train
nist_1678710	train
nist_1678773	train
nist_1678788	train
nist_1678836	train
nist_1678872	train
nist_1678895	train
nist_1679016	train
nist_1679054	train
nist_1679070	train
nist_1679087	train
nist_1679105	train
nist_1679115	val
nist_1679133	val
nist_1679228	train
nist_1679327	train
nist_1679359	train
nist_1679395	val
nist_1679437	train
nist_1679460	train
nist_1679577	train
nist_1679643	train
nist_1679659	train
nist_1679690	train
nist_1679706	train
nist_1679740	train
nist_1679757	train
nist_1679779	train
nist_1679809	test
nist_1679867	val
nist_1679878	val
nist_1679890	val
nist_1679921	train
nist_1679936	train
nist_1679951	train
nist_1679968	train
nist_1679978	test
nist_1679994	train
nist_1680029	train
nist_1680054	val
nist_1680106	test
nist_1680129	test
nist_1680152	test
nist_1680217	train
nist_1680356	train
nist_1680429	test
nist_1680446	train
nist_1680473	train
nist_1680480	train
nist_1680504	val
nist_1680517	train
nist_1680534	train
nist_1680568	train
nist_1680587	train
nist_1680594	train
nist_1680614	train
nist_1680656	val
nist_1680704	train
nist_1680836	train
nist_1680859	val
nist_1680871	train
nist_1680888	train
nist_1680910	train
nist_1680928	test
nist_1680968	test
nist_1681009	train
nist_1681059	train
nist_1681121	train
nist_1681164	train
nist_1681176	train
nist_1681199	train
nist_1681267	train
nist_1681277	train
nist_1681290	train
nist_1681309	train
nist_1681322	train
nist_1681342	train
nist_1681380	test
nist_1681460	train
nist_1681509	test
nist_1681531	test
nist_1681580	train
nist_1681590	train
nist_1681609	train
nist_1681628	train
nist_1682048	train
nist_1682070	train
nist_1684983	train
nist_1685005	train
nist_1685076	train
nist_1685088	train
nist_1685127	train
nist_1685135	train
nist_1685195	train
nist_1685201	train
nist_1685204	train
nist_1685213	train
nist_1685248	train
nist_1685257	train
nist_1685285	train
nist_1685345	test
nist_1685365	test
nist_1685409	train
nist_1685428	train
nist_1685456	train
nist_1685467	train
nist_1685483	val
nist_1685500	train
nist_1685521	train
nist_1685537	train
nist_1685588	train
nist_1685661	train
nist_1685767	train
nist_1685851	train
nist_1685879	train
nist_1685952	train
nist_1686023	val
nist_1686032	val
nist_1686043	train
nist_1686051	train
nist_1686104	train
nist_1686150	train
nist_1686166	train
nist_1686198	train
nist_1686262	train
nist_1686312	train
nist_1686330	train
nist_1686342	train
nist_1686461	train
nist_1686471	train
nist_1686492	train
nist_1686532	val
nist_1686634	train
nist_1686666	train
nist_1686679	train
nist_1686695	train
nist_1686766	train
nist_1686840	train
nist_1686860	train
nist_1686920	train
nist_1686969	train
nist_1687012	train
nist_1687038	train
nist_1687057	train
nist_1687103	train
nist_1687108	train
nist_1687257	train
nist_1687276	train
nist_1687307	train
nist_1687336	train
nist_1687346	train
nist_1687368	train
nist_1687420	test
nist_1687464	test
nist_1687479	train
nist_1687541	train
nist_1687557	train
nist_1687563	train
nist_1687598	train
nist_1687628	train
nist_1687676	train
nist_1687725	test
nist_1687750	test
nist_1687769	test
nist_1687778	train
nist_1687801	train
nist_1687819	train
nist_1687904	val
nist_1687925	val
nist_1687944	val
nist_1688040	train
nist_1688142	train
nist_1688162	train
nist_1688200	train
nist_1688278	train
nist_1688298	train
nist_1688358	train
nist_1688430	test
nist_1688448	test
nist_1688492	test
nist_1688529	test
nist_1688568	train
nist_1688576	train
nist_1688610	train
nist_1688629	train
nist_1688665	train
nist_1688735	val
nist_1688776	val
nist_1688800	test
nist_1688817	test
nist_1688841	train
nist_1688864	train
nist_1688887	train
nist_1688963	test
nist_1688983	val
nist_1689003	val
nist_1689044	test
nist_1689229	train
nist_1689331	val
nist_1689349	train
nist_1689488	train
nist_1689699	train
nist_1689808	train
nist_1689848	train
nist_1689877	train
nist_1690044	test
nist_1690062	train
nist_1690086	train
nist_1690211	train
nist_1690220	train
nist_1692816	train
nist_1692827	train
nist_1692864	train
nist_1692879	train
nist_1697380	train
nist_1697411	train
nist_1697460	train
nist_1697476	train
nist_1697525	val
nist_1697544	train
nist_1697562	train
nist_1697573	train
nist_1697586	test
nist_1697664	train
nist_1697682	test
nist_1697701	test
nist_1697726	train
nist_1697770	train
nist_1697790	train
nist_1697807	train
nist_1697834	train
nist_1697882	train
nist_1697928	test
nist_1697951	test
nist_1697953	train
nist_1697969	train
nist_1697987	train
nist_1697999	train
nist_1698013	train
nist_1698040	val
nist_1698089	train
nist_1698112	train
nist_1698115	train
nist_1698172	train
nist_1698209	train
nist_1698219	train
nist_1698243	train
nist_1698302	train
nist_1698377	train
nist_1698397	train
nist_1698430	train
nist_1698443	val
nist_1698454	train
nist_1698478	train
nist_1698542	train
nist_1698600	train
nist_1698684	train
nist_1698705	train
nist_1698720	train
nist_1698746	train
nist_1698753	train
nist_1698766	train
nist_1698787	train
nist_1698809	train
nist_1698887	test
nist_1698922	train
nist_1698930	train
nist_1698951	train
nist_1698998	train
nist_1699036	train
nist_1699079	train
nist_1699148	train
nist_1699191	train
nist_1699204	train
nist_1699220	train
nist_1699230	train
nist_1699301	train
nist_1699317	train
nist_1699351	train
nist_1702513	val
nist_1702525	val
nist_1702533	test
nist_1702545	test
nist_1702548	train
nist_1702562	train
nist_1702568	train
nist_1702658	test
nist_1702703	train
nist_1702728	train
nist_1702738	train
nist_1702757	train
nist_1702778	train
nist_1702808	train
nist_1702832	train
nist_1702954	train
nist_1702973	train
nist_1703050	test
nist_1703056	train
nist_1703077	val
nist_1703112	val
nist_1703144	val
nist_1703164	train
nist_1703183	train
nist_1703200	train
nist_1703260	train
nist_1703286	train
nist_1703325	train
nist_1703346	train
nist_1703411	val
nist_1703471	train
nist_1703494	train
nist_1703573	train
nist_1703644	train
nist_1703651	train
nist_1703763	train
nist_1703803	train
nist_1703850	train
nist_1703929	val
nist_1703968	train
nist_1704066	train
nist_1704085	train
nist_1704117	train
nist_1704170	train
nist_1704175	train
nist_1704201	train
nist_1704277	train
nist_1704313	train
nist_1704340	train
nist_1704355	train
nist_1704387	train
nist_1704567	train
nist_1704586	train
nist_1704623	train
nist_1704630	train
nist_1704637	val
nist_1704649	val
nist_1704661	train
nist_1704679	test
nist_1704694	train
nist_1704708	train
nist_1704727	train
nist_1704741	train
nist_1704779	val
nist_1704914	train
nist_1704959	train
nist_1704986	test
nist_1705019	train
nist_1705034	train
nist_1705074	train
nist_1705087	train
nist_1705102	train
nist_1705116	train
nist_1705124	train
nist_1705139	train
nist_1705189	train
nist_1705223	train
nist_1705238	train
nist_1705288	test
nist_1705306	test
nist_1705335	train
nist_1705457	train
nist_1705493	test
nist_1705547	train
nist_1705576	train
nist_1705590	test
nist_1705606	train
nist_1705702	train
nist_1705719	train
nist_1705778	train
nist_1705808	train
nist_1705903	train
nist_1705922	train
nist_1705958	train
nist_1706035	train
nist_1706055	train
nist_1706068	train
nist_1706179	train
nist_1706294	train
nist_1706309	train
nist_1706407	train
nist_1706436	train
nist_1706443	val
nist_1706459	val
nist_1706576	train
nist_1706596	train
nist_1706624	train
nist_1706638	train
nist_1706656	test
nist_1706676	train
nist_1706699	train
nist_1706728	train
nist_1706742	train
nist_1706751	train
nist_1706754	train
nist_1706789	train
nist_1706810	train
nist_1706817	train
nist_1706821	train
nist_1706834	train
nist_1706849	train
nist_1706855	test
nist_1706884	train
nist_1706897	train
nist_1706935	train
nist_1706949	test
nist_1706976	test
nist_1706987	test
nist_1707002	train
nist_1707019	train
nist_1707039	train
nist_1707043	train
nist_1707078	train
nist_1707110	train
nist_1707124	train
nist_1707150	train
nist_1707180	train
nist_1707196	train
nist_1707230	train
nist_1707242	test
nist_1707268	train
nist_1707287	train
nist_1707308	train
nist_1707315	train
nist_1707331	train
nist_1707344	train
nist_1707363	train
nist_1707440	train
nist_1707449	train
nist_1707456	train
nist_1707473	train
nist_1707488	train
nist_1707501	train
nist_1707518	test
nist_1707536	test
nist_1707557	test
nist_1707569	train
nist_1707580	train
nist_1707586	val
nist_1707623	test
nist_1707660	train
nist_1707673	train
nist_1707694	val
nist_1707718	train
nist_1707738	train
nist_1707771	train
nist_1707789	train
nist_1707831	train
nist_1707849	train
nist_1707941	train
nist_1708614	train
nist_1708629	train
nist_1708651	train
nist_1708783	train
nist_1708801	train
nist_1708841	train
nist_1708852	train
nist_1708884	train
nist_1708918	train
nist_1708973	train
nist_1708987	train
nist_1709011	train
nist_1709026	train
nist_1709074	test
nist_1709099	train
nist_1709110	train
nist_1709143	train
nist_1709166	train
nist_1709181	train
nist_1709190	train
nist_1709213	train
nist_1709219	val
nist_1709235	train
nist_1709257	train
nist_1709304	train
nist_1709328	train
nist_1709348	train
nist_1709428	train
nist_1709464	train
nist_1709491	train
nist_1709513	train
nist_1709556	train
nist_1709578	train
nist_1709620	val
nist_1709634	train
nist_1709660	train
nist_1709667	train
nist_1709686	train
nist_1709700	train
nist_1709739	train
nist_1709750	train
nist_1709822	train
nist_1709841	train
nist_1709907	train
nist_1709921	train
nist_1709941	train
nist_1709963	train
nist_1709980	train
nist_1709997	train
nist_1710075	train
nist_1710078	train
nist_1710094	train
nist_1710138	train
nist_1710249	val
nist_1710261	train
nist_1710278	train
nist_1710305	train
nist_1710341	val
nist_1710356	train
nist_1710389	test
nist_1710420	val
nist_1710428	train
nist_1710448	train
nist_1712023	test
nist_1712037	test
nist_1712068	train
nist_1712075	val
nist_1712091	val
nist_1712096	val
nist_1712099	train
nist_1712120	train
nist_1712140	train
nist_1712173	train
nist_1712209	train
nist_1712217	train
nist_1712221	train
nist_1712256	train
nist_1712299	val
nist_1712312	test
nist_1712356	train
nist_1712379	train
nist_1712396	train
nist_1712417	train
nist_1712426	train
nist_1712442	train
nist_1712469	train
nist_1712489	train
nist_1712508	train
nist_1712528	train
nist_1712539	train
nist_1712570	test
nist_1712590	test
nist_1712621	train
nist_1712643	train
nist_1712684	train
nist_1712691	test
nist_1712721	test
nist_1712734	test
nist_1712753	train
nist_1712775	train
nist_1712796	train
nist_1712819	test
nist_1712878	train
nist_1712911	train
nist_1712935	train
nist_1712947	train
nist_1712959	train
nist_1712979	train
nist_1713004	test
nist_1713023	train
nist_1713062	train
nist_1713069	train
nist_1713084	train
nist_1713098	train
nist_1713118	train
nist_1713124	train
nist_1713161	train
nist_1713168	train
nist_1713174	train
nist_1713214	train
nist_1713250	train
nist_1713281	train
nist_1713285	train
nist_1713306	train
nist_1713326	train
nist_1713419	train
nist_1713433	train
nist_1713442	train
nist_1713491	train
nist_1713509	train
nist_1713557	val
nist_1713589	val
nist_1713605	train
nist_1713614	val
nist_1713627	train
nist_1713690	train
nist_1713729	train
nist_1713738	train
nist_1713754	train
nist_1713794	train
nist_1713811	test
nist_1713829	train
nist_1713845	train
nist_1713882	train
nist_1713901	train
nist_1713957	train
nist_1713972	train
nist_1713997	train
nist_1714009	train
nist_1714058	train
nist_1714109	train
nist_1714116	train
nist_1714153	train
nist_1714165	train
nist_1714182	train
nist_1714209	train
nist_1714295	train
nist_1714311	train
nist_1714332	train
nist_1714361	train
nist_1714378	train
nist_1714442	train
nist_1714464	train
nist_1714550	train
nist_1714576	train
nist_1714587	train
nist_1714608	train
nist_1714650	test
